group,group_rationale,variable_key,label,skip_condition,explanation,scripts
Brought In Dead (BID) — outcome routing,BID = Brought In Dead: the baby arrived at the facility already deceased. The form routes to a specific set of fields for BID cases, hiding fields that are only relevant for live admissions (e.g. treatments, feeding, follow-up). This is the most frequent source of -7 codes after dumpsite cases.,NUID,NEOTREE ID,$NeoTreeOutcome != 'BID' | $NeoTreeOutcome = 'DC' or $NeoTreeOutcome = 'ABS' or $NeoTreeOutcome = 'TRH' or $NeoTreeOutcome = 'TRO' or $NeoTreeOutcome = 'NND<24' or $NeoTreeOutcome = 'NND>24' or $NeoTreeOutcome = 'DCR' or  $NeoTreeOutcome  = 'DPC',"Shown when patient outcome is not Brought in dead (arrived deceased)
Shown when patient outcome is Discharged or patient outcome is Absconded or patient outcome is Transferred to other hospital or patient outcome is Transferred to other ward or patient outcome is Death (at LESS than 24 hrs of age) or patient outcome is Death (at MORE than 24 hrs of age) or patient outcome is Discharged on Request or patient outcome is Discharge on Palliative Care","Kasungu District Hospital Neotree Discharge, NeoDischarge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Brought In Dead (BID) — outcome routing,BID = Brought In Dead: the baby arrived at the facility already deceased. The form routes to a specific set of fields for BID cases, hiding fields that are only relevant for live admissions (e.g. treatments, feeding, follow-up). This is the most frequent source of -7 codes after dumpsite cases.,NVPgiven,HIV prophylaxis given to baby? / Has the baby received Neverapine? / NVP given to baby / NVP given to baby?,$HIVtestResult = 'R' or $HIVtestResult = 'U' | $HIVtestResultDC = 'R' or $HIVtestResultDC = 'U' | $NeoTreeOutcome = 'BID' and ($MatHIVtest = true) and ($HIVtestResult = 'R' or $HIVtestResult = 'U') | $NeoTreeOutcome = 'LB' and $HIVTestResults = 'R' | ($MatHIVStat = 'R') | ($MatHIVtest = 'Y') and ($HIVtestResult = 'R' or $HIVtestResult = 'U') | ($MatHIVtest = true) and ($HIVtestResult = 'R' or $HIVtestResult = 'U'),"Shown when baby's HIV test result is Reactive or baby's HIV test result is Unknown
Shown when HIV test result at discharge is Exposed or HIV test result at discharge is Unknown
Shown when patient outcome is Brought in dead (arrived deceased), and maternal HIV test done: Yes, and baby's HIV test result is Reactive or baby's HIV test result is Unknown
Shown when patient outcome is Live Birth, and What was the Result is Reactive
Shown when mother's HIV status is Reactive
Shown when maternal HIV test done is Yes, and baby's HIV test result is Reactive or baby's HIV test result is Unknown
Shown when maternal HIV test done: Yes, and baby's HIV test result is Reactive or baby's HIV test result is Unknown","Bindura Hospital Admission, Chinhoyi Provincial Hospital Admission, DHIS2 Mat Outcomes (Retro Data) - Malawi, Generic PHC Admission, Kasungu District Hospital Neotree Admission, Kasungu District Hospital Neotree Discharge, NeoDischarge, Neotree Admission, Parirenyatwa Group of Hospitals Admission, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Admission, Sally Mugabe CH Discharge"
Brought In Dead (BID) — outcome routing,BID = Brought In Dead: the baby arrived at the facility already deceased. The form routes to a specific set of fields for BID cases, hiding fields that are only relevant for live admissions (e.g. treatments, feeding, follow-up). This is the most frequent source of -7 codes after dumpsite cases.,OFCDdis,Head Circumference at Discharge (cm),!($NeoTreeOutcome = 'NND' or $NeoTreeOutcome = 'DDA' or $NeoTreeOutcome = 'BID' or $NeoTreeOutcome = 'STB'),Shown when NOT (patient outcome is Died or patient outcome is Died During Admission or patient outcome is Brought in dead (arrived deceased) or patient outcome is Stillbirth),Sally Mugabe CH Discharge
Brought In Dead (BID) — outcome routing,BID = Brought In Dead: the baby arrived at the facility already deceased. The form routes to a specific set of fields for BID cases, hiding fields that are only relevant for live admissions (e.g. treatments, feeding, follow-up). This is the most frequent source of -7 codes after dumpsite cases.,OthProbs,Other Problems,$NeoTreeOutcome = 'DC' or $NeoTreeOutcome = 'ABS' or $NeoTreeOutcome = 'TRH' or $NeoTreeOutcome = 'TRO' | ($NeoTreeOutcome = 'DC' or $NeoTreeOutcome = 'ABS' or $NeoTreeOutcome = 'TRH' or $NeoTreeOutcome = 'TRO') and $DRU = false,"Shown when patient outcome is Discharged or patient outcome is Absconded or patient outcome is Transferred to other hospital or patient outcome is Transferred to other ward
Shown when patient outcome is Discharged or patient outcome is Absconded or patient outcome is Transferred to other hospital or patient outcome is Transferred to other ward, and drug used: No","Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Brought In Dead (BID) — outcome routing,BID = Brought In Dead: the baby arrived at the facility already deceased. The form routes to a specific set of fields for BID cases, hiding fields that are only relevant for live admissions (e.g. treatments, feeding, follow-up). This is the most frequent source of -7 codes after dumpsite cases.,OtherProbs,Other Problems,$NeoTreeOutcome = 'DC' or $NeoTreeOutcome = 'ABS' or $NeoTreeOutcome = 'TRH' or $NeoTreeOutcome = 'TRO' or $NeoTreeOutcome = 'DCR' or $NeoTreeOutcome = 'DPC' | $NeoTreeOutcome = 'DC' or $NeoTreeOutcome = 'ABS' or $NeoTreeOutcome = 'TRH' or $NeoTreeOutcome = 'TRO' or $NeoTreeOutcome = 'DCR' or $NeoTreeOutcome = 'DPC'  or $NeoTreeOutcome = 'DCKMC',"Shown when patient outcome is Discharged or patient outcome is Absconded or patient outcome is Transferred to other hospital or patient outcome is Transferred to other ward or patient outcome is Discharged on Request or patient outcome is Discharge on Palliative Care
Shown when patient outcome is Discharged or patient outcome is Absconded or patient outcome is Transferred to other hospital or patient outcome is Transferred to other ward or patient outcome is Discharged on Request or patient outcome is Discharge on Palliative Care or patient outcome is Discharge on KMC","Kasungu District Hospital Neotree Discharge, NeoDischarge"
Brought In Dead (BID) — outcome routing,BID = Brought In Dead: the baby arrived at the facility already deceased. The form routes to a specific set of fields for BID cases, hiding fields that are only relevant for live admissions (e.g. treatments, feeding, follow-up). This is the most frequent source of -7 codes after dumpsite cases.,PHOTOTHERAPY,Did baby receive phototherapy?,"!($NeoTreeOutcome = 'BID')
!($NeoTreeOutcome = 'DDA')
!($NeoTreeOutcome = 'NND') | $NeoTreeOutcome = 'DC' or $NeoTreeOutcome = 'ABS' or $NeoTreeOutome = 'TRH' or $NeoTreeOutcome = 'TRO' or $NeoTreeOutcome = 'NND<24' or $NeoTreeOutcome = 'NND>24' | $NeoTreeOutcome = 'DC' or $NeoTreeOutcome = 'ABS' or $NeoTreeOutome = 'TRH' or $NeoTreeOutcome = 'TRO' or $NeoTreeOutcome = 'NND<24' or $NeoTreeOutcome = 'NND>24'  or $NeoTreeOutcome = 'DCKMC' | ($NeoTreeOutcome != 'BID') and ($DRU = false)","Shown when patient outcome is not Brought in dead (arrived deceased), Died During Admission or Died
Shown when patient outcome is Discharged or patient outcome is Absconded or patient outcome is ""TRH"" or patient outcome is Transferred to other ward or patient outcome is Death (at LESS than 24 hrs of age) or patient outcome is Death (at MORE than 24 hrs of age)
Shown when patient outcome is Discharged or patient outcome is Absconded or patient outcome is ""TRH"" or patient outcome is Transferred to other ward or patient outcome is Death (at LESS than 24 hrs of age) or patient outcome is Death (at MORE than 24 hrs of age) or patient outcome is Discharge on KMC
Shown when patient outcome is not Brought in dead (arrived deceased), and drug used: No","Kasungu District Hospital Neotree Discharge, NeoDischarge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Brought In Dead (BID) — outcome routing,BID = Brought In Dead: the baby arrived at the facility already deceased. The form routes to a specific set of fields for BID cases, hiding fields that are only relevant for live admissions (e.g. treatments, feeding, follow-up). This is the most frequent source of -7 codes after dumpsite cases.,PROGRESS,What progress did the baby make?,$NeoTreeOutcome != 'BID',Shown when patient outcome is not Brought in dead (arrived deceased),Sally Mugabe CH Discharge
Brought In Dead (BID) — outcome routing,BID = Brought In Dead: the baby arrived at the facility already deceased. The form routes to a specific set of fields for BID cases, hiding fields that are only relevant for live admissions (e.g. treatments, feeding, follow-up). This is the most frequent source of -7 codes after dumpsite cases.,RESPSUP,Respiratory Support / Respiratory support received,$NeoTreeOutcome != 'BID' | $NeoTreeOutcome = 'DC' or $NeoTreeOutcome = 'ABS' or $NeoTreeOutcome = 'TRH' or $NeoTreeOutcome = 'TRO' or $NeoTreeOutcome = 'NND<24' or $NeoTreeOutcome = 'NND>24' or $NeoTreeOutcome = 'DCKMC' | $NeoTreeOutcome = 'DC' or $NeoTreeOutcome = 'ABS' or $NeoTreeOutcome = 'TRH' or $NeoTreeOutcome = 'TRO' or $NeoTreeOutcome = 'NND<24' or$NeoTreeOutcome = 'NND>24',"Shown when patient outcome is not Brought in dead (arrived deceased)
Shown when patient outcome is Discharged or patient outcome is Absconded or patient outcome is Transferred to other hospital or patient outcome is Transferred to other ward or patient outcome is Death (at LESS than 24 hrs of age) or patient outcome is Death (at MORE than 24 hrs of age) or patient outcome is Discharge on KMC
Shown when patient outcome is Discharged or patient outcome is Absconded or patient outcome is Transferred to other hospital or patient outcome is Transferred to other ward or patient outcome is ""NND<24"" orpatient outcome is ""NND>24""","Kasungu District Hospital Neotree Discharge, NeoDischarge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Brought In Dead (BID) — outcome routing,BID = Brought In Dead: the baby arrived at the facility already deceased. The form routes to a specific set of fields for BID cases, hiding fields that are only relevant for live admissions (e.g. treatments, feeding, follow-up). This is the most frequent source of -7 codes after dumpsite cases.,ReferredFrom2,Referred from / Referred from?,$InOrOut = 'Out' | $InOrOut = false | $NeoTreeOutcome = 'BID' and $InOrOut = false,"Shown when admitted from within facility is Outside PHC
Shown when admitted from within facility: No
Shown when patient outcome is Brought in dead (arrived deceased), and admitted from within facility: No","Bindura Hospital Admission, Chinhoyi Provincial Hospital Admission, Generic PHC Admission, Kasungu District Hospital Neotree Admission, Kasungu District Hospital Neotree Discharge, NeoDischarge, Neotree Admission, Parirenyatwa Group of Hospitals Admission, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Admission, Sally Mugabe CH Discharge"
Brought In Dead (BID) — outcome routing,BID = Brought In Dead: the baby arrived at the facility already deceased. The form routes to a specific set of fields for BID cases, hiding fields that are only relevant for live admissions (e.g. treatments, feeding, follow-up). This is the most frequent source of -7 codes after dumpsite cases.,TRHospital,Which hospital was the baby discharged to? / Which hospital was the baby transferred to?,$NeoTreeOutcome = 'TRH',Shown when patient outcome is Transferred to other hospital,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Brought In Dead (BID) — outcome routing,BID = Brought In Dead: the baby arrived at the facility already deceased. The form routes to a specific set of fields for BID cases, hiding fields that are only relevant for live admissions (e.g. treatments, feeding, follow-up). This is the most frequent source of -7 codes after dumpsite cases.,TROWard,Which ward was the baby transferred to?,$NeoTreeOutcome = 'TRO',Shown when patient outcome is Transferred to other ward,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Brought In Dead (BID) — outcome routing,BID = Brought In Dead: the baby arrived at the facility already deceased. The form routes to a specific set of fields for BID cases, hiding fields that are only relevant for live admissions (e.g. treatments, feeding, follow-up). This is the most frequent source of -7 codes after dumpsite cases.,TROWardOther,"If other, which ward?",$NeoTreeOutcome = 'TRO' and $TROWard  = 'OTH',"Shown when patient outcome is Transferred to other ward, and Which ward was the baby transferred to is Other","Bindura Hospital Discharge, Sally Mugabe CH Discharge"
Brought In Dead (BID) — outcome routing,BID = Brought In Dead: the baby arrived at the facility already deceased. The form routes to a specific set of fields for BID cases, hiding fields that are only relevant for live admissions (e.g. treatments, feeding, follow-up). This is the most frequent source of -7 codes after dumpsite cases.,ThermCare,Thermal care received,$NeoTreeOutcome = 'DC' or $NeoTreeOutcome = 'ABS' or $NeoTreeOutcome = 'TRH' or $NeoTreeOutcome = 'TRO' or $NeoTreeOutcome = 'NND<24' or $NeoTreeOutcome = 'NND>24' or $NeoTreeOutcome = 'DCR' or $NeoTreeOutcome = 'DPC',Shown when patient outcome is Discharged or patient outcome is Absconded or patient outcome is Transferred to other hospital or patient outcome is Transferred to other ward or patient outcome is Death (at LESS than 24 hrs of age) or patient outcome is Death (at MORE than 24 hrs of age) or patient outcome is Discharged on Request or patient outcome is Discharge on Palliative Care,NeoDischarge
Date of birth known / unknown,DOB field hidden when clinician marks date as unknown; an age-estimate field is shown instead.,Age,Age (Days & Hours),$DOBYN = 'Y',Shown when date of birth known is Yes,"Bindura Hospital Admission, Chinhoyi Provincial Hospital Admission, Generic PHC Admission, Kasungu District Hospital Neotree Admission, Neotree Admission, Parirenyatwa Group of Hospitals Admission, Sally Mugabe CH Admission"
Date of birth known / unknown,DOB field hidden when clinician marks date as unknown; an age-estimate field is shown instead.,AgeEstimate,Age Category Estimate,$DOBYN = 'N',Shown when date of birth known is No,"Bindura Hospital Admission, Chinhoyi Provincial Hospital Admission, Generic PHC Admission, Kasungu District Hospital Neotree Admission, Neotree Admission, Parirenyatwa Group of Hospitals Admission, Sally Mugabe CH Admission"
Date of birth known / unknown,DOB field hidden when clinician marks date as unknown; an age-estimate field is shown instead.,BIDAgeA,Is the baby less than 1 week? (estimate),$BIDDOBYN = 'N',Shown when BID baby DOB known is No,"Kasungu District Hospital Neotree Discharge, NeoDischarge"
Date of birth known / unknown,DOB field hidden when clinician marks date as unknown; an age-estimate field is shown instead.,BIDAgeB,Age (Days & Hours),$BIDDOBYN = 'Y',Shown when BID baby DOB known is Yes,"Kasungu District Hospital Neotree Discharge, NeoDischarge"
Date of birth known / unknown,DOB field hidden when clinician marks date as unknown; an age-estimate field is shown instead.,BIDAgeCat,Age Category? (estimate),$BIDAgeA = 'Y',Shown when BID baby age estimate is Yes,"Kasungu District Hospital Neotree Discharge, NeoDischarge"
Date of birth known / unknown,DOB field hidden when clinician marks date as unknown; an age-estimate field is shown instead.,BIDDOBTOB,Date and Time of Birth,$BIDDOBYN = 'Y',Shown when BID baby DOB known is Yes,"Kasungu District Hospital Neotree Discharge, NeoDischarge"
Date of birth known / unknown,DOB field hidden when clinician marks date as unknown; an age-estimate field is shown instead.,BirthDateDis,Date of Birth,$DOBYN = 'Y',Shown when date of birth known is Yes,Maternal Outcomes (Retrospective Data) - Malawi
Date of birth known / unknown,DOB field hidden when clinician marks date as unknown; an age-estimate field is shown instead.,DOB,Date of Birth (Mother),$DOBYN = 'Y',Shown when date of birth known is Yes,DHIS2 Mat Outcomes (Retro Data) - Malawi
Date of birth known / unknown,DOB field hidden when clinician marks date as unknown; an age-estimate field is shown instead.,MatAge,Age of Mother (click on the year to change),$MotherDOBYN = 'Y',Shown when mother's DOB known is Yes,"Bindura Hospital Admission, Chinhoyi Provincial Hospital Admission, Generic PHC Admission, Sally Mugabe CH Admission"
Date of birth known / unknown,DOB field hidden when clinician marks date as unknown; an age-estimate field is shown instead.,MatAgeDate,Mother's Age (Auto-calculated from Mother's DOB),$DOBYN = 'Y',Shown when date of birth known is Yes,DHIS2 Mat Outcomes (Retro Data) - Malawi
Date of birth known / unknown,DOB field hidden when clinician marks date as unknown; an age-estimate field is shown instead.,PUInfant,Passing urine? (infant),$Age > 47.9 or $AgeEstimate = 'INF72' or $AgeEstimate = 'INF',Shown when age is greater than 47.9 or age estimate is Infant (2 days - 2 days 23 hrs old) or age estimate is Infant (> 3 days old),"Bindura Hospital Admission, Chinhoyi Provincial Hospital Admission, Generic PHC Admission, Kasungu District Hospital Neotree Admission, Neotree Admission, Parirenyatwa Group of Hospitals Admission, Sally Mugabe CH Admission"
Date of birth known / unknown,DOB field hidden when clinician marks date as unknown; an age-estimate field is shown instead.,PUNewborn,Passing urine? (newborn),$Age < 48 or $AgeEstimate = 'FNB' or $AgeEstimate = 'NB24' or $AgeEstimate = 'NB48',Shown when age is less than 48 or age estimate is Fresh Newborn (< 2 hours old) or age estimate is Newborn (2 - 23 hrs old) or age estimate is Newborn (1 day - 1 day 23 hrs old),"Bindura Hospital Admission, Chinhoyi Provincial Hospital Admission, Generic PHC Admission, Kasungu District Hospital Neotree Admission, Neotree Admission, Parirenyatwa Group of Hospitals Admission, Sally Mugabe CH Admission"
Date of birth known / unknown,DOB field hidden when clinician marks date as unknown; an age-estimate field is shown instead.,PassedMec,Meconium?,$Age < 48 or $AgeEstimate = 'FNB' or $AgeEstimate = 'NB24' or $AgeEstimate = 'NB48',Shown when age is less than 48 or age estimate is Fresh Newborn (< 2 hours old) or age estimate is Newborn (2 - 23 hrs old) or age estimate is Newborn (1 day - 1 day 23 hrs old),"Bindura Hospital Admission, Chinhoyi Provincial Hospital Admission, Generic PHC Admission, Kasungu District Hospital Neotree Admission, Neotree Admission, Parirenyatwa Group of Hospitals Admission, Sally Mugabe CH Admission"
Date of birth known / unknown,DOB field hidden when clinician marks date as unknown; an age-estimate field is shown instead.,SignsDehydrations,Signs of Dehydration,$Age > 23.9 or $AgeEstimate = 'NB48' or $AgeEstimate = 'INF72' or $AgeEstimate = 'INF' | $AgeA = 'N' or ($AgeCat = 'NB48' or $AgeCat = 'INF72' or $AgeCat = 'INF'),"Shown when age is greater than 23.9 or age estimate is Newborn (1 day - 1 day 23 hrs old) or age estimate is Infant (2 days - 2 days 23 hrs old) or age estimate is Infant (> 3 days old)
Shown when age category is No or age category is Newborn (1 day - 1 day 23 hrs old) or age category is Infant (2 days - 2 days 23 hrs old) or age category is Infant (> 3 days old)","Bindura Hospital Admission, Chinhoyi Provincial Hospital Admission, Generic PHC Admission, Kasungu District Hospital Neotree Admission, Neotree Admission, Parirenyatwa Group of Hospitals Admission, Sally Mugabe CH Admission"
Date of birth known / unknown,DOB field hidden when clinician marks date as unknown; an age-estimate field is shown instead.,StoolsInfant,Stools?,$Age > 47.9 or $AgeEstimate = 'INF72' or $AgeEstimate = 'INF',Shown when age is greater than 47.9 or age estimate is Infant (2 days - 2 days 23 hrs old) or age estimate is Infant (> 3 days old),"Bindura Hospital Admission, Chinhoyi Provincial Hospital Admission, Generic PHC Admission, Kasungu District Hospital Neotree Admission, Neotree Admission, Parirenyatwa Group of Hospitals Admission, Sally Mugabe CH Admission"
Investigation two-step pattern,Result/detail fields hidden until the clinician confirms the investigation was performed or equipment was available.,ANVDRLDate,Date of Syphilis test / Date of VDRL,$ANVDRL = 'Y' and $DateVDRLSameHIV = 'N' | $DateVDRLSameHIV = 'N',"Shown when antenatal syphilis test done is Yes, and VDRL/HIV test same date is No
Shown when VDRL/HIV test same date is No","Bindura Hospital Admission, Chinhoyi Provincial Hospital Admission, Generic PHC Admission, Kasungu District Hospital Neotree Admission, Kasungu District Hospital Neotree Discharge, NeoDischarge, Neotree Admission, Parirenyatwa Group of Hospitals Admission, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Admission, Sally Mugabe CH Discharge"
Investigation two-step pattern,Result/detail fields hidden until the clinician confirms the investigation was performed or equipment was available.,ANVDRLResult,Result of Syphilis test,$ANVDRL = 'Y',Shown when antenatal syphilis test done is Yes,Generic PHC Admission
Investigation two-step pattern,Result/detail fields hidden until the clinician confirms the investigation was performed or equipment was available.,AXRR,Result of AXR,$IMAGING = 'AXR',Shown when imaging performed is Abdominal X-ray,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Investigation two-step pattern,Result/detail fields hidden until the clinician confirms the investigation was performed or equipment was available.,AXRdate,Date of AXR,$IMAGING = 'AXR',Shown when imaging performed is Abdominal X-ray,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Investigation two-step pattern,Result/detail fields hidden until the clinician confirms the investigation was performed or equipment was available.,BC1OthR,If other what?,$BC = true and $BCInitial = 'OTH',"Shown when blood culture ordered: Yes, and initial blood culture done is ""OTH""","Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Investigation two-step pattern,Result/detail fields hidden until the clinician confirms the investigation was performed or equipment was available.,BC1R,Initial blood culture result,$BC = true,Shown when blood culture ordered: Yes,"Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Investigation two-step pattern,Result/detail fields hidden until the clinician confirms the investigation was performed or equipment was available.,BC2Oth,If other what?,$BC2 = true,Shown when follow-up blood culture ordered: Yes,Parirenyatwa Group of Hospitals Discharge
Investigation two-step pattern,Result/detail fields hidden until the clinician confirms the investigation was performed or equipment was available.,BC2R,Result of final blood culture,$BC2 = true,Shown when follow-up blood culture ordered: Yes,"Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Investigation two-step pattern,Result/detail fields hidden until the clinician confirms the investigation was performed or equipment was available.,BCDate1,Date of initial blood culture,$BC = true,Shown when blood culture ordered: Yes,"Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Investigation two-step pattern,Result/detail fields hidden until the clinician confirms the investigation was performed or equipment was available.,BCDate2,Date of final blood culture,$BC2 = true,Shown when follow-up blood culture ordered: Yes,"Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Investigation two-step pattern,Result/detail fields hidden until the clinician confirms the investigation was performed or equipment was available.,BCResist,Isolate Resistant to,($BC = true) and ($BC1R = 'BS' or $BC1R = 'CONS' or $BC1R = 'EC' or $BC1R = 'GBS' or $BC1R = 'GDS' or $BC1R = 'KP' or $BC1R = 'PA' or $BC1R = 'SA' or $BC1R = 'LFC' or $BC1R = 'NLFC' or $BC1R = 'OGN' or $BC1R = 'OGP' or $BC1R = 'OTH'),"Shown when blood culture ordered: Yes, and initial blood culture result is Bacillus Sp or initial blood culture result is Coagulase Negative Staphylococcus or initial blood culture result is E.Coli or initial blood culture result is Group B Streptococcus or initial blood culture result is Group D Streptococcus or initial blood culture result is Klebsiella Pneumoniae or initial blood culture result is Pseudomonas Aeruginosa or initial blood culture result is Staphylococcus Aureus or initial blood culture result is Lactose Fermenting Coliform or initial blood culture result is Non Lactose Fermenting Coliform or initial blood culture result is Other Gram Negative or initial blood culture result is Other Gram Positive or initial blood culture result is Other","Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Investigation two-step pattern,Result/detail fields hidden until the clinician confirms the investigation was performed or equipment was available.,BCSecondIsol,Additional Isolate and sensitivities,$BCIsol > 1,Shown when organism isolated in culture is greater than 1,"Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Investigation two-step pattern,Result/detail fields hidden until the clinician confirms the investigation was performed or equipment was available.,BCSens,Sensitivity,(BC = true) and ($BC1R= 'BS' or $BC1R = 'CONS' or $BC1R = 'EC' or $BC1R = 'GBS' or $BC1R = 'GDS' or $BC1R = 'KP' or $BC1R = 'PA' or $BC1R = 'SA' or $BC1R = 'LFC' or $BC1R = 'NLFC' or $BC1R = 'OGN' or $BC1R = 'OGP' or $BC1R = 'OTH'),"Shown when blood culture ordered: Yes, and initial blood culture result is Bacillus Sp or initial blood culture result is Coagulase Negative Staphylococcus or initial blood culture result is E.Coli or initial blood culture result is Group B Streptococcus or initial blood culture result is Group D Streptococcus or initial blood culture result is Klebsiella Pneumoniae or initial blood culture result is Pseudomonas Aeruginosa or initial blood culture result is Staphylococcus Aureus or initial blood culture result is Lactose Fermenting Coliform or initial blood culture result is Non Lactose Fermenting Coliform or initial blood culture result is Other Gram Negative or initial blood culture result is Other Gram Positive or initial blood culture result is Other","Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Investigation two-step pattern,Result/detail fields hidden until the clinician confirms the investigation was performed or equipment was available.,BILI1R,Initial Bilirubin (micromol/l),$Bili = true,Shown when bilirubin measured: Yes,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Investigation two-step pattern,Result/detail fields hidden until the clinician confirms the investigation was performed or equipment was available.,BILIdate1,Date of initial bilirubin,$Bili = true,Shown when bilirubin measured: Yes,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Investigation two-step pattern,Result/detail fields hidden until the clinician confirms the investigation was performed or equipment was available.,BSUnit,Blood Sugar Measurement Unit,$BSmonYN = 'Y',Shown when blood sugar monitoring ongoing is Yes,"Bindura Hospital Admission, Chinhoyi Provincial Hospital Admission, Generic PHC Admission, Kasungu District Hospital Neotree Admission, Neotree Admission, Parirenyatwa Group of Hospitals Admission, Sally Mugabe CH Admission"
Investigation two-step pattern,Result/detail fields hidden until the clinician confirms the investigation was performed or equipment was available.,Bilidate2,Date of final bilirubin,$Bili2 = true,Shown when follow-up bilirubin measured: Yes,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Investigation two-step pattern,Result/detail fields hidden until the clinician confirms the investigation was performed or equipment was available.,Bilirubin2R,Final bilirubin (micromol/l),$Bili2 = true,Shown when follow-up bilirubin measured: Yes,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Investigation two-step pattern,Result/detail fields hidden until the clinician confirms the investigation was performed or equipment was available.,BloodSugarmg,Blood Sugar (mg/dL)      (45 - 81),$BSUnit = 'Mg',Shown when blood sugar unit is mg/dL,"Bindura Hospital Admission, Chinhoyi Provincial Hospital Admission, Generic PHC Admission, Kasungu District Hospital Neotree Admission, Neotree Admission, Parirenyatwa Group of Hospitals Admission, Sally Mugabe CH Admission"
Investigation two-step pattern,Result/detail fields hidden until the clinician confirms the investigation was performed or equipment was available.,BloodSugarmmol,Blood Sugar (mmol/L)      (2.5 - 4.5),$BSUnit = 'Mol',Shown when blood sugar unit is mmol/L,"Bindura Hospital Admission, Chinhoyi Provincial Hospital Admission, Generic PHC Admission, Kasungu District Hospital Neotree Admission, Neotree Admission, Parirenyatwa Group of Hospitals Admission, Sally Mugabe CH Admission"
Investigation two-step pattern,Result/detail fields hidden until the clinician confirms the investigation was performed or equipment was available.,Bloods2,Bloods2,$FBC = true or $CRP = true or $BC = true or $GLUC = true or $UE = true or $Bili = true or $Bone = true | $FBC = true or $CRP = true or $GLUC = true or $UE = true or $Bili = true,"Shown when full blood count ordered: Yes or CRP ordered: Yes or blood culture ordered: Yes or blood glucose measured: Yes or urea & electrolytes ordered: Yes or bilirubin measured: Yes or bone disease present: Yes
Shown when full blood count ordered: Yes or CRP ordered: Yes or blood glucose measured: Yes or urea & electrolytes ordered: Yes or bilirubin measured: Yes","Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Investigation two-step pattern,Result/detail fields hidden until the clinician confirms the investigation was performed or equipment was available.,CREAT1R,Initial Creatinine (micromol/l),$UE = true,Shown when urea & electrolytes ordered: Yes,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Investigation two-step pattern,Result/detail fields hidden until the clinician confirms the investigation was performed or equipment was available.,CRP1R,Initial CRP (mg/L),$CRP = true,Shown when CRP ordered: Yes,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
Investigation two-step pattern,Result/detail fields hidden until the clinician confirms the investigation was performed or equipment was available.,CRP2R,Final CRP (mg/L),$CRP2 = true,Shown when follow-up CRP ordered: Yes,"Bindura Hospital Discharge, Chinhoyi Provincial Hospital Discharge, Parirenyatwa Group of Hospitals Discharge, Sally Mugabe CH Discharge"
